Thời gian,Mã Đơn Hàng,Mã Chi Nhánh,Mã Nhân Viên,Mã Sản Phẩm,Mã Khách Hàng,Số Lượng,Doanh Thu,Lợi Nhuận,Tổng Giá Vốn
2024-07-01,ĐH4481777,TS HN,NV141,P-009,KH-0181,1,14850000,4950000,9900000
2024-07-01,ĐH2532046,CN HCM,NV115,P-179,KH-0462,8,271560000,90520000,181040000
2024-07-02,ĐH2382423,CN DN,NV106,P-068,KH-0694,2,3870000,1290000,2580000
2024-07-02,ĐH8080955,CN DN,NV246,P-205,KH-0645,10,198000000,66000000,132000000
2024-07-02,ĐH8771155,TS HN,NV170,P-265,KH-0566,8,266520000,88840000,177680000
2024-07-02,ĐH1240799,CN DN,NV220,P-471,KH-0029,5,9225000,3075000,6150000
2024-07-02,ĐH3898952,TS HN,NV168,P-348,KH-0010,9,530955000,176985000,353970000
2024-07-02,ĐH5610055,TS HN,NV098,P-110,KH-0392,10,51900000,17300000,34600000
2024-07-02,ĐH8651549,TS HN,NV025,P-023,KH-0129,9,81135000,27045000,54090000
2024-07-02,ĐH6240072,CN HCM,NV167,P-242,KH-0638,8,286080000,95360000,190720000
2024-07-02,ĐH9225516,TS HN,NV087,P-323,KH-0481,9,28755000,9585000,19170000
2024-07-02,ĐH9008251,TS HN,NV009,P-184,KH-0411,2,6540000,2180000,4360000
2024-07-02,ĐH3554551,CN HCM,NV086,P-545,KH-0486,1,11655000,3885000,7770000
2024-07-02,ĐH6178566,CN HCM,NV130,P-085,KH-0023,6,35010000,11670000,23340000
2024-07-02,ĐH1126954,CN DN,NV223,P-248,KH-0262,3,2115000,705000,1410000
2024-07-02,ĐH3448305,TS HN,NV246,P-290,KH-0168,10,14250000,4750000,9500000
2024-07-02,ĐH4302154,TS HN,NV171,P-355,KH-0556,1,67860000,22620000,45240000
2024-07-02,ĐH8726022,TS HN,NV085,P-773,KH-0340,4,3300000,1100000,2200000
2024-07-02,ĐH6673578,CN HCM,NV006,P-495,KH-0722,9,2430000,810000,1620000
2024-07-02,ĐH2313979,CN HCM,NV003,P-230,KH-0110,7,19530000,6510000,13020000
2024-07-02,ĐH2952765,TS HN,NV014,P-222,KH-0281,8,561960000,187320000,374640000
2024-07-02,ĐH8045420,CN HCM,NV125,P-577,KH-0777,3,28035000,9345000,18690000
2024-07-02,ĐH2794624,CN HCM,NV232,P-483,KH-0403,10,21450000,7150000,14300000
2024-07-02,ĐH9295260,CN HCM,NV217,P-601,KH-0707,9,22410000,7470000,14940000
2024-07-02,ĐH8142555,CN HCM,NV151,P-102,KH-0011,7,19740000,6580000,13160000
2024-07-02,ĐH1744836,CN HCM,NV081,P-523,KH-0204,7,7245000,2415000,4830000
2024-07-02,ĐH3692019,CN HCM,NV131,P-729,KH-0100,3,29655000,9885000,19770000
2024-07-02,ĐH9605027,CN HCM,NV108,P-755,KH-0716,3,1845000,615000,1230000
2024-07-02,ĐH9733039,CN HCM,NV089,P-146,KH-0365,9,137160000,45720000,91440000
2024-07-03,ĐH4965138,CN HCM,NV176,P-122,KH-0354,7,19425000,6475000,12950000
2024-07-03,ĐH7704902,CN DN,NV030,P-084,KH-0408,10,349050000,116350000,232700000
2024-07-03,ĐH8549430,CN HCM,NV004,P-144,KH-0403,6,75510000,25170000,50340000
2024-07-03,ĐH1088131,CN DN,NV201,P-756,KH-0356,7,186795000,62265000,124530000
2024-07-03,ĐH5877318,CN HCM,NV175,P-678,KH-0149,2,570000,190000,380000
2024-07-03,ĐH5263553,CN HCM,NV155,P-025,KH-0109,2,36450000,12150000,24300000
2024-07-03,ĐH7404423,CN HCM,NV059,P-503,KH-0439,7,269850000,89950000,179900000
2024-07-03,ĐH4915324,TS HN,NV212,P-685,KH-0095,1,52650000,17550000,35100000
2024-07-03,ĐH2082437,CN DN,NV196,P-653,KH-0378,9,27945000,9315000,18630000
2024-07-03,ĐH7342632,TS HN,NV111,P-652,KH-0586,8,960000,320000,640000
2024-07-03,ĐH5829955,CN HCM,NV186,P-666,KH-0149,8,16560000,5520000,11040000
2024-07-03,ĐH7221405,CN DN,NV172,P-412,KH-0548,2,88350000,29450000,58900000
2024-07-03,ĐH9919306,TS HN,NV211,P-631,KH-0756,8,44640000,14880000,29760000
2024-07-03,ĐH7394425,TS HN,NV138,P-708,KH-0746,4,600000,200000,400000
2024-07-03,ĐH5990299,CN DN,NV202,P-226,KH-0259,4,10440000,3480000,6960000
2024-07-03,ĐH6798095,TS HN,NV016,P-185,KH-0694,9,245700000,81900000,163800000
2024-07-03,ĐH1827149,TS HN,NV243,P-130,KH-0689,7,80115000,26705000,53410000
2024-07-03,ĐH9666983,CN HCM,NV155,P-727,KH-0296,6,58140000,19380000,38760000
2024-07-03,ĐH6183609,TS HN,NV116,P-664,KH-0024,1,1440000,480000,960000
2024-07-03,ĐH6034781,TS HN,NV003,P-033,KH-0072,2,33300000,11100000,22200000
2024-07-03,ĐH7029256,TS HN,NV040,P-438,KH-0478,5,145800000,48600000,97200000
2024-07-03,ĐH6492002,TS HN,NV214,P-188,KH-0379,6,41040000,13680000,27360000
2024-07-03,ĐH3048523,TS HN,NV095,P-793,KH-0178,1,65730000,21910000,43820000
2024-07-03,ĐH4435713,CN HCM,NV129,P-440,KH-0346,1,12150000,4050000,8100000
2024-07-03,ĐH1680198,TS HN,NV127,P-016,KH-0606,4,28200000,9400000,18800000
2024-07-03,ĐH6525221,CN HCM,NV214,P-762,KH-0322,3,10980000,3660000,7320000
2024-07-03,ĐH8762284,CN DN,NV056,P-366,KH-0260,1,480000,160000,320000
2024-07-04,ĐH3924168,CN DN,NV195,P-254,KH-0770,2,5640000,1880000,3760000
2024-07-04,ĐH1620973,CN DN,NV097,P-015,KH-0747,8,29160000,9720000,19440000
2024-07-04,ĐH2980502,TS HN,NV067,P-364,KH-0351,6,27000000,9000000,18000000
2024-07-04,ĐH9359896,CN DN,NV090,P-771,KH-0745,9,1080000,360000,720000
2024-07-04,ĐH8685666,TS HN,NV043,P-092,KH-0052,3,30105000,10035000,20070000
2024-07-04,ĐH6670634,CN DN,NV120,P-676,KH-0210,4,1620000,540000,1080000
2024-07-04,ĐH5343920,TS HN,NV228,P-027,KH-0026,7,21210000,7070000,14140000
2024-07-04,ĐH2252792,CN DN,NV060,P-524,KH-0615,9,12015000,4005000,8010000
2024-07-04,ĐH7128857,TS HN,NV106,P-592,KH-0340,1,540000,180000,360000
2024-07-04,ĐH1082839,CN HCM,NV072,P-529,KH-0333,7,18375000,6125000,12250000
2024-07-04,ĐH2451952,CN HCM,NV042,P-354,KH-0188,9,10800000,3600000,7200000
2024-07-04,ĐH8538572,CN HCM,NV163,P-373,KH-0432,3,127350000,42450000,84900000
2024-07-04,ĐH9103100,TS HN,NV124,P-508,KH-0652,10,12150000,4050000,8100000
2024-07-04,ĐH2022828,TS HN,NV046,P-716,KH-0563,5,4200000,1400000,2800000
2024-07-04,ĐH7650275,CN DN,NV244,P-263,KH-0659,9,151200000,50400000,100800000
2024-07-04,ĐH4331228,CN DN,NV067,P-043,KH-0478,5,89625000,29875000,59750000
2024-07-04,ĐH1534781,CN DN,NV191,P-593,KH-0691,7,41160000,13720000,27440000
2024-07-04,ĐH4628408,CN HCM,NV175,P-300,KH-0603,3,4095000,1365000,2730000
2024-07-04,ĐH5687256,TS HN,NV095,P-419,KH-0672,5,63000000,21000000,42000000
2024-07-04,ĐH2453650,CN HCM,NV142,P-116,KH-0076,1,18735000,6245000,12490000
2024-07-04,ĐH2731186,CN HCM,NV201,P-126,KH-0572,7,231525000,77175000,154350000
2024-07-05,ĐH1145630,TS HN,NV032,P-324,KH-0160,5,57900000,19300000,38600000
2024-07-05,ĐH7210899,CN HCM,NV209,P-298,KH-0616,1,12585000,4195000,8390000
2024-07-05,ĐH4362788,CN HCM,NV149,P-761,KH-0230,10,19500000,6500000,13000000
2024-07-05,ĐH3190588,TS HN,NV156,P-024,KH-0572,2,16620000,5540000,11080000
2024-07-05,ĐH8192875,CN HCM,NV198,P-191,KH-0327,9,31995000,10665000,21330000
2024-07-05,ĐH7329266,CN DN,NV205,P-210,KH-0117,9,15255000,5085000,10170000
2024-07-05,ĐH4572543,CN HCM,NV085,P-392,KH-0540,8,268800000,89600000,179200000
2024-07-05,ĐH5478784,TS HN,NV176,P-596,KH-0760,1,240000,80000,160000
2024-07-05,ĐH5831326,TS HN,NV078,P-199,KH-0687,1,510000,170000,340000
2024-07-05,ĐH5039814,CN HCM,NV001,P-316,KH-0009,6,115560000,38520000,77040000
2024-07-05,ĐH6782521,CN DN,NV165,P-640,KH-0572,10,333750000,111250000,222500000
2024-07-05,ĐH9738917,TS HN,NV225,P-086,KH-0533,10,24450000,8150000,16300000
2024-07-05,ĐH1788976,CN HCM,NV112,P-090,KH-0751,8,28680000,9560000,19120000
2024-07-05,ĐH9506830,TS HN,NV203,P-239,KH-0238,3,76905000,25635000,51270000
2024-07-05,ĐH9604166,TS HN,NV137,P-503,KH-0305,10,385500000,128500000,257000000
2024-07-05,ĐH1690287,CN DN,NV025,P-563,KH-0571,6,12870000,4290000,8580000
2024-07-05,ĐH7703162,TS HN,NV034,P-041,KH-0419,9,39960000,13320000,26640000
2024-07-05,ĐH1884358,CN DN,NV190,P-784,KH-0615,7,3360000,1120000,2240000
2024-07-05,ĐH1886134,TS HN,NV017,P-116,KH-0746,5,93675000,31225000,62450000
2024-07-05,ĐH9900250,CN HCM,NV091,P-551,KH-0181,4,10440000,3480000,6960000
2024-07-05,ĐH3826416,CN DN,NV213,P-734,KH-0196,5,68250000,22750000,45500000
2024-07-05,ĐH4984689,CN HCM,NV211,P-777,KH-0129,9,22950000,7650000,15300000
2024-07-05,ĐH8792807,CN HCM,NV023,P-490,KH-0307,8,1474200000,491400000,982800000
2024-07-05,ĐH9162132,CN DN,NV085,P-780,KH-0736,6,363420000,121140000,242280000
2024-07-05,ĐH9910448,CN HCM,NV114,P-787,KH-0349,3,17370000,5790000,11580000
2024-07-05,ĐH8850888,CN HCM,NV115,P-252,KH-0501,3,720000,240000,480000
2024-07-06,ĐH4225238,TS HN,NV002,P-308,KH-0315,6,1800000,600000,1200000
2024-07-06,ĐH9746302,TS HN,NV066,P-160,KH-0532,1,2017050000,672350000,1344700000
2024-07-06,ĐH8313773,TS HN,NV245,P-263,KH-0611,2,33600000,11200000,22400000
2024-07-06,ĐH1749826,CN HCM,NV186,P-308,KH-0034,8,2400000,800000,1600000
2024-07-06,ĐH8499688,CN HCM,NV176,P-759,KH-0352,4,360000,120000,240000
2024-07-06,ĐH8269801,CN HCM,NV142,P-405,KH-0767,10,159150000,53050000,106100000
2024-07-06,ĐH7862262,TS HN,NV115,P-007,KH-0631,2,60240000,20080000,40160000
2024-07-06,ĐH6296107,TS HN,NV107,P-419,KH-0777,10,126000000,42000000,84000000
2024-07-06,ĐH3845085,CN DN,NV188,P-451,KH-0402,9,197640000,65880000,131760000
2024-07-06,ĐH3866384,TS HN,NV210,P-058,KH-0136,1,16410000,5470000,10940000
2024-07-06,ĐH6246910,CN DN,NV182,P-155,KH-0753,5,997125000,332375000,664750000
2024-07-06,ĐH9034156,CN DN,NV035,P-712,KH-0202,6,6570000,2190000,4380000
2024-07-06,ĐH2586494,CN DN,NV207,P-114,KH-0124,1,2130000,710000,1420000
2024-07-06,ĐH4738351,TS HN,NV128,P-288,KH-0312,5,22800000,7600000,15200000
2024-07-06,ĐH2898756,CN HCM,NV198,P-494,KH-0201,2,2100000,700000,1400000
2024-07-06,ĐH9624680,CN HCM,NV172,P-261,KH-0481,2,2970000,990000,1980000
2024-07-06,ĐH5186110,TS HN,NV188,P-344,KH-0037,1,39675000,13225000,26450000
2024-07-06,ĐH9514749,TS HN,NV114,P-303,KH-0470,6,462240000,154080000,308160000
2024-07-06,ĐH2756842,CN DN,NV025,P-775,KH-0556,7,1575000,525000,1050000
2024-07-06,ĐH6712969,CN HCM,NV022,P-785,KH-0088,10,7200000,2400000,4800000
2024-07-06,ĐH1066770,CN HCM,NV022,P-024,KH-0342,7,58170000,19390000,38780000
2024-07-06,ĐH3014897,TS HN,NV134,P-580,KH-0527,7,84735000,28245000,56490000
2024-07-06,ĐH6348719,TS HN,NV162,P-118,KH-0318,8,14160000,4720000,9440000
2024-07-06,ĐH5701700,CN DN,NV052,P-714,KH-0734,9,236520000,78840000,157680000
2024-07-06,ĐH7183681,CN DN,NV183,P-043,KH-0724,7,125475000,41825000,83650000
2024-07-06,ĐH6845587,CN DN,NV076,P-652,KH-0336,8,960000,320000,640000
2024-07-06,ĐH2404428,TS HN,NV161,P-430,KH-0449,7,55545000,18515000,37030000
2024-07-06,ĐH7862262,TS HN,NV115,P-079,KH-0631,8,60240000,20080000,40160000
2024-07-06,ĐH9525494,TS HN,NV017,P-466,KH-0304,10,79800000,26600000,53200000
2024-07-06,ĐH8376557,TS HN,NV235,P-201,KH-0006,10,46800000,15600000,31200000
2024-07-07,ĐH1583525,TS HN,NV243,P-687,KH-0173,10,33150000,11050000,22100000
2024-07-07,ĐH9089163,TS HN,NV201,P-680,KH-0457,4,39360000,13120000,26240000
2024-07-07,ĐH1011185,TS HN,NV010,P-007,KH-0425,4,4980000,1660000,3320000
2024-07-07,ĐH1011185,TS HN,NV010,P-504,KH-0425,4,4980000,1660000,3320000
2024-07-07,ĐH2448140,TS HN,NV222,P-181,KH-0778,1,16275000,5425000,10850000
2024-07-07,ĐH6912344,CN HCM,NV128,P-720,KH-0411,5,21075000,7025000,14050000
2024-07-07,ĐH4970717,CN DN,NV220,P-527,KH-0550,2,88530000,29510000,59020000
2024-07-07,ĐH7139868,CN DN,NV098,P-137,KH-0423,9,106650000,35550000,71100000
2024-07-07,ĐH9716067,CN DN,NV046,P-732,KH-0636,7,110670000,36890000,73780000
2024-07-07,ĐH1623127,TS HN,NV053,P-267,KH-0472,1,2640000,880000,1760000
2024-07-07,ĐH2844207,CN HCM,NV146,P-052,KH-0441,8,1920000,640000,1280000
2024-07-07,ĐH8113120,CN HCM,NV115,P-138,KH-0565,8,381480000,127160000,254320000
2024-07-07,ĐH2308561,CN HCM,NV084,P-634,KH-0150,1,4305000,1435000,2870000
2024-07-07,ĐH8384565,CN HCM,NV223,P-130,KH-0699,9,103005000,34335000,68670000
2024-07-07,ĐH9708522,TS HN,NV167,P-582,KH-0456,9,333720000,111240000,222480000
2024-07-07,ĐH8038391,CN DN,NV243,P-210,KH-0776,8,13560000,4520000,9040000
2024-07-07,ĐH2419943,CN DN,NV067,P-027,KH-0274,10,30300000,10100000,20200000
2024-07-07,ĐH9192871,CN DN,NV079,P-054,KH-0148,8,2400000,800000,1600000
2024-07-07,ĐH6510591,CN DN,NV013,P-420,KH-0649,10,192150000,64050000,128100000
2024-07-07,ĐH2761035,CN DN,NV138,P-477,KH-0754,7,250005000,83335000,166670000
2024-07-07,ĐH1468795,CN DN,NV204,P-047,KH-0022,2,25410000,8470000,16940000
2024-07-07,ĐH1228846,CN HCM,NV094,P-101,KH-0082,10,5400000,1800000,3600000
2024-07-07,ĐH5004103,TS HN,NV016,P-216,KH-0778,6,7650000,2550000,5100000
2024-07-07,ĐH6645183,CN DN,NV181,P-146,KH-0163,1,15240000,5080000,10160000
2024-07-08,ĐH8994101,CN HCM,NV131,P-229,KH-0277,2,1500000,500000,1000000
2024-07-08,ĐH4182168,CN DN,NV182,P-611,KH-0323,1,7980000,2660000,5320000
2024-07-08,ĐH7770765,CN DN,NV078,P-457,KH-0363,10,2850000,950000,1900000
2024-07-08,ĐH4289508,CN DN,NV030,P-475,KH-0002,5,750000,250000,500000
2024-07-08,ĐH7788178,CN HCM,NV201,P-172,KH-0438,6,46530000,15510000,31020000
2024-07-08,ĐH8193217,CN DN,NV189,P-226,KH-0450,2,5220000,1740000,3480000
2024-07-08,ĐH4995607,CN DN,NV035,P-300,KH-0135,2,2730000,910000,1820000
2024-07-08,ĐH4687462,TS HN,NV188,P-246,KH-0432,2,12180000,4060000,8120000
2024-07-08,ĐH5877106,TS HN,NV108,P-005,KH-0566,6,33300000,11100000,22200000
2024-07-08,ĐH1038272,TS HN,NV190,P-142,KH-0340,7,94815000,31605000,63210000
2024-07-08,ĐH5134787,TS HN,NV176,P-467,KH-0651,9,377325000,125775000,251550000
2024-07-08,ĐH9927258,TS HN,NV143,P-479,KH-0527,5,14400000,4800000,9600000
2024-07-08,ĐH1493706,CN HCM,NV233,P-443,KH-0378,5,3225000,1075000,2150000
2024-07-08,ĐH4292132,CN HCM,NV177,P-319,KH-0597,3,11430000,3810000,7620000
2024-07-08,ĐH4836657,CN HCM,NV184,P-554,KH-0412,5,30600000,10200000,20400000
2024-07-08,ĐH2236395,CN DN,NV169,P-558,KH-0327,10,30000000,10000000,20000000
2024-07-08,ĐH5379491,CN DN,NV062,P-425,KH-0570,10,273000000,91000000,182000000
2024-07-08,ĐH3040154,TS HN,NV057,P-413,KH-0540,5,214725000,71575000,143150000
2024-07-08,ĐH3945111,TS HN,NV073,P-325,KH-0446,2,3450000,1150000,2300000
2024-07-08,ĐH3727124,TS HN,NV157,P-051,KH-0068,2,990000,330000,660000
2024-07-08,ĐH2617470,TS HN,NV161,P-213,KH-0157,10,199950000,66650000,133300000
2024-07-08,ĐH3786342,CN HCM,NV009,P-440,KH-0513,4,48600000,16200000,32400000
2024-07-08,ĐH1218340,CN HCM,NV154,P-485,KH-0139,7,26775000,8925000,17850000
2024-07-08,ĐH3439620,CN HCM,NV154,P-444,KH-0314,1,61770000,20590000,41180000
2024-07-08,ĐH7417765,CN HCM,NV190,P-230,KH-0009,9,25110000,8370000,16740000
2024-07-08,ĐH6450211,CN DN,NV009,P-240,KH-0046,4,100440000,33480000,66960000
2024-07-09,ĐH7290540,CN HCM,NV008,P-623,KH-0352,4,99480000,33160000,66320000
2024-07-09,ĐH5946523,CN DN,NV005,P-435,KH-0157,1,72900000,24300000,48600000
2024-07-09,ĐH5252024,TS HN,NV063,P-748,KH-0146,8,335640000,111880000,223760000
2024-07-09,ĐH6811563,TS HN,NV119,P-690,KH-0103,4,20745000,6915000,13830000
2024-07-09,ĐH2683020,CN HCM,NV087,P-365,KH-0633,10,116400000,38800000,77600000
2024-07-09,ĐH3236446,TS HN,NV062,P-134,KH-0046,7,63735000,21245000,42490000
2024-07-09,ĐH3735012,CN DN,NV169,P-548,KH-0717,7,120645000,40215000,80430000
2024-07-09,ĐH4545096,TS HN,NV034,P-332,KH-0489,5,6900000,2300000,4600000
2024-07-09,ĐH9616228,CN HCM,NV237,P-637,KH-0635,1,105000,35000,70000
2024-07-09,ĐH7040896,CN HCM,NV015,P-087,KH-0766,1,12390000,4130000,8260000
2024-07-09,ĐH3024967,CN HCM,NV129,P-621,KH-0778,5,3450000,1150000,2300000
2024-07-09,ĐH7708703,TS HN,NV111,P-317,KH-0740,3,4995000,1665000,3330000
2024-07-09,ĐH7342432,TS HN,NV229,P-354,KH-0382,10,12000000,4000000,8000000
2024-07-09,ĐH8188082,CN DN,NV155,P-702,KH-0675,4,4980000,1660000,3320000
2024-07-09,ĐH6119738,TS HN,NV128,P-635,KH-0306,8,7440000,2480000,4960000
2024-07-09,ĐH3171217,CN HCM,NV038,P-245,KH-0200,2,108990000,36330000,72660000
2024-07-09,ĐH1189500,CN DN,NV086,P-608,KH-0005,8,82680000,27560000,55120000
2024-07-09,ĐH2435405,TS HN,NV094,P-297,KH-0471,6,332640000,110880000,221760000
2024-07-09,ĐH5062988,CN HCM,NV199,P-196,KH-0059,2,48030000,16010000,32020000
2024-07-09,ĐH8113000,CN DN,NV249,P-480,KH-0235,5,13575000,4525000,9050000
2024-07-09,ĐH3240209,CN DN,NV123,P-090,KH-0654,7,25095000,8365000,16730000
2024-07-09,ĐH5334040,CN DN,NV184,P-081,KH-0056,2,2580000,860000,1720000
2024-07-09,ĐH1137475,TS HN,NV196,P-361,KH-0570,9,94905000,31635000,63270000
2024-07-09,ĐH2516663,CN HCM,NV046,P-377,KH-0418,2,32730000,10910000,21820000
2024-07-09,ĐH7279784,TS HN,NV173,P-581,KH-0028,10,346050000,115350000,230700000
2024-07-09,ĐH3110162,TS HN,NV048,P-071,KH-0266,10,7950000,2650000,5300000
2024-07-09,ĐH1442800,CN DN,NV096,P-754,KH-0461,9,3915000,1305000,2610000
2024-07-10,ĐH4626100,CN DN,NV145,P-081,KH-0184,7,9030000,3010000,6020000
2024-07-10,ĐH9497880,CN DN,NV092,P-432,KH-0104,1,19350000,6450000,12900000
2024-07-10,ĐH8715049,CN DN,NV122,P-338,KH-0569,9,196155000,65385000,130770000
2024-07-10,ĐH2760690,CN HCM,NV115,P-056,KH-0440,4,63420000,21140000,42280000
2024-07-10,ĐH3271461,TS HN,NV116,P-565,KH-0412,8,2631960000,877320000,1754640000
2024-07-10,ĐH8190310,CN HCM,NV157,P-108,KH-0248,5,147900000,49300000,98600000
2024-07-10,ĐH3271461,TS HN,NV116,P-218,KH-0412,8,31080000,877320000,1754640000
2024-07-10,ĐH2242576,CN DN,NV235,P-272,KH-0274,8,345600000,115200000,230400000
2024-07-10,ĐH9283973,CN DN,NV202,P-462,KH-0241,8,36000000,12000000,24000000
2024-07-10,ĐH4006710,CN DN,NV167,P-777,KH-0342,2,5100000,1700000,3400000
2024-07-10,ĐH2092925,CN DN,NV242,P-606,KH-0538,6,1890000,630000,1260000
2024-07-10,ĐH9816450,TS HN,NV138,P-219,KH-0635,4,361200000,120400000,240800000
2024-07-10,ĐH6369851,CN HCM,NV188,P-232,KH-0407,1,1650000,550000,1100000
2024-07-10,ĐH3687290,CN HCM,NV101,P-186,KH-0412,6,26640000,8880000,17760000
2024-07-10,ĐH5499922,CN DN,NV189,P-599,KH-0577,7,8190000,2730000,5460000
2024-07-10,ĐH3903645,CN HCM,NV068,P-371,KH-0618,10,52200000,17400000,34800000
2024-07-10,ĐH2557541,TS HN,NV218,P-459,KH-0646,3,380025000,126675000,253350000
2024-07-10,ĐH6088560,TS HN,NV039,P-692,KH-0284,9,3510000,1170000,2340000
2024-07-10,ĐH5578643,TS HN,NV139,P-348,KH-0724,7,412965000,137655000,275310000
2024-07-10,ĐH2672737,CN HCM,NV182,P-179,KH-0637,5,169725000,56575000,113150000
2024-07-10,ĐH6965278,CN DN,NV057,P-478,KH-0608,7,82005000,27335000,54670000
2024-07-10,ĐH4296516,CN HCM,NV168,P-623,KH-0220,10,248700000,82900000,165800000
2024-07-10,ĐH7033177,CN DN,NV102,P-070,KH-0623,2,9840000,3280000,6560000
2024-07-10,ĐH6678051,CN DN,NV242,P-523,KH-0406,7,7245000,2415000,4830000
2024-07-10,ĐH4289767,TS HN,NV245,P-113,KH-0733,1,67380000,22460000,44920000
2024-07-10,ĐH8123215,CN DN,NV033,P-277,KH-0773,9,131355000,43785000,87570000
2024-07-10,ĐH1651450,TS HN,NV215,P-368,KH-0509,1,7200000,2400000,4800000
2024-07-10,ĐH6578347,CN DN,NV103,P-204,KH-0573,10,421200000,140400000,280800000
2024-07-10,ĐH4238654,CN HCM,NV166,P-127,KH-0500,1,10065000,3355000,6710000
2024-07-10,ĐH8678330,CN HCM,NV145,P-004,KH-0552,10,123600000,41200000,82400000
2024-07-10,ĐH6961108,CN HCM,NV182,P-645,KH-0543,8,45000000,15000000,30000000
2024-07-10,ĐH3156739,CN HCM,NV078,P-432,KH-0385,5,96750000,32250000,64500000
2024-07-11,ĐH5017028,TS HN,NV130,P-737,KH-0548,3,720000,240000,480000
2024-07-11,ĐH3736894,CN DN,NV019,P-140,KH-0561,2,25200000,8400000,16800000
2024-07-11,ĐH4240079,TS HN,NV006,P-584,KH-0396,4,4620000,1540000,3080000
2024-07-11,ĐH4939138,CN DN,NV242,P-010,KH-0117,3,66645000,22215000,44430000
2024-07-11,ĐH9340266,TS HN,NV048,P-111,KH-0013,4,72060000,24020000,48040000
2024-07-11,ĐH2869704,CN DN,NV084,P-089,KH-0616,2,5100000,1700000,3400000
2024-07-11,ĐH7633436,TS HN,NV212,P-001,KH-0104,9,242325000,80775000,161550000
2024-07-11,ĐH2916363,CN DN,NV063,P-618,KH-0515,7,112035000,37345000,74690000
2024-07-11,ĐH4822485,CN HCM,NV176,P-211,KH-0603,9,104490000,34830000,69660000
2024-07-11,ĐH2113772,CN DN,NV072,P-043,KH-0013,4,71700000,23900000,47800000
2024-07-11,ĐH5415863,CN HCM,NV058,P-006,KH-0209,1,6870000,2290000,4580000
2024-07-11,ĐH5382508,TS HN,NV165,P-498,KH-0699,10,6300000,2100000,4200000
2024-07-11,ĐH3891988,CN DN,NV040,P-293,KH-0140,5,525000,175000,350000
2024-07-11,ĐH3799561,CN HCM,NV028,P-718,KH-0567,10,11700000,3900000,7800000
2024-07-11,ĐH2916508,CN HCM,NV156,P-459,KH-0600,4,506700000,168900000,337800000
2024-07-11,ĐH8049469,CN DN,NV026,P-385,KH-0511,9,38475000,12825000,25650000
2024-07-11,ĐH1167113,CN HCM,NV041,P-027,KH-0101,6,18180000,6060000,12120000
2024-07-11,ĐH4617358,TS HN,NV013,P-466,KH-0524,10,79800000,26600000,53200000
2024-07-11,ĐH8538957,TS HN,NV126,P-451,KH-0225,10,219600000,73200000,146400000
2024-07-11,ĐH3470185,TS HN,NV196,P-167,KH-0470,6,94860000,31620000,63240000
2024-07-11,ĐH4218867,TS HN,NV157,P-416,KH-0242,9,1620000,540000,1080000
2024-07-11,ĐH6208563,CN HCM,NV083,P-588,KH-0463,1,225000,75000,150000
2024-07-11,ĐH4201555,CN HCM,NV065,P-209,KH-0729,7,44415000,14805000,29610000
2024-07-11,ĐH5731542,CN DN,NV057,P-240,KH-0425,9,225990000,75330000,150660000
2024-07-11,ĐH7133803,TS HN,NV037,P-128,KH-0305,6,23310000,7770000,15540000
2024-07-12,ĐH5608431,TS HN,NV114,P-076,KH-0343,4,2760000,920000,1840000
2024-07-12,ĐH4858573,CN HCM,NV097,P-017,KH-0231,1,3960000,1320000,2640000
2024-07-12,ĐH2310556,TS HN,NV081,P-755,KH-0710,8,4920000,1640000,3280000
2024-07-12,ĐH9538263,CN DN,NV008,P-567,KH-0617,4,1111080000,370360000,740720000
2024-07-12,ĐH7653538,CN HCM,NV207,P-720,KH-0329,10,42150000,14050000,28100000
2024-07-12,ĐH1776316,CN HCM,NV006,P-544,KH-0631,1,18780000,6260000,12520000
2024-07-12,ĐH8581612,CN HCM,NV014,P-170,KH-0343,5,24600000,8200000,16400000
2024-07-12,ĐH8796186,CN DN,NV039,P-219,KH-0545,7,632100000,210700000,421400000
2024-07-12,ĐH6552706,CN HCM,NV043,P-707,KH-0027,7,76230000,25410000,50820000
2024-07-12,ĐH1510700,TS HN,NV237,P-065,KH-0687,3,24390000,8130000,16260000
2024-07-12,ĐH8536282,TS HN,NV089,P-200,KH-0598,3,22995000,7665000,15330000
2024-07-12,ĐH6989658,CN DN,NV231,P-722,KH-0186,1,46620000,15540000,31080000
2024-07-12,ĐH9427577,TS HN,NV026,P-688,KH-0612,8,3600000,1200000,2400000
2024-07-12,ĐH7339455,TS HN,NV056,P-549,KH-0202,3,21240000,7080000,14160000
2024-07-12,ĐH5491439,CN HCM,NV231,P-715,KH-0616,4,118260000,39420000,78840000
2024-07-12,ĐH4698194,CN HCM,NV002,P-394,KH-0482,1,750000,250000,500000
2024-07-12,ĐH4483990,TS HN,NV189,P-105,KH-0640,4,54240000,18080000,36160000
2024-07-12,ĐH8216104,CN DN,NV029,P-480,KH-0494,4,10860000,3620000,7240000
2024-07-12,ĐH5697663,CN DN,NV017,P-499,KH-0005,2,2310000,770000,1540000
2024-07-12,ĐH4025398,CN DN,NV064,P-679,KH-0363,4,10260000,3420000,6840000
2024-07-12,ĐH2815339,CN HCM,NV013,P-584,KH-0225,2,2310000,770000,1540000
2024-07-12,ĐH9821591,TS HN,NV101,P-142,KH-0384,9,121905000,40635000,81270000
